number,fertilization,thermoregulation,class,order,family,species,body_mass,body_mass_log,souce_body_mass,sperm_length,sperm_length_log,source_sperm_length,testes_mass,testes_mass_log,source_testes_mass,clutch_size,clutch_size_log,source_clutch_size,genome_size,source_genome_size
985,internal,ectotherm,Reptilia,Squamata,Opluridae,Oplurus cyclurus,45.4,1.66,Etard et al 2020,86.6,1.937517892,Fitzpatrick et al 2022,,,,4.000184255,0.602079996,Etard et al 2020,,
473,internal,endotherm,Mammalia,Cetartiodactyla,Delphinidae,Orcinus orca,7362070.97,6.87,Baker et al 2020,74.44,1.871806364,Fitzpatrick et al 2022,10303.86,4.01,Baker et al 2020,1,0,Anage,,
571,internal,endotherm,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus anatinus,1354.63,3.13,Etard et al 2020,112,2.049218023,Fitzpatrick et al 2022,16.98,1.23,Baker et al 2020,2,0.301029996,Etard et al 2020,3.06,Animal genome size database
621,internal,endotherm,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,1832.22,3.26,Etard et al 2020,58.02,1.763577724,Fitzpatrick et al 2022,5.51,0.74,Baker et al 2020,5.24,0.719331287,Etard et al 2020,2.5,Animal genome size database
899,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Oryx gazella,178702.87,5.25,Etard et al 2020,60.298,1.780302907,Fitzpatrick et al 2022,37.93,1.58,Baker et al 2020,1,0,Etard et al 2020,,
795,internal,endotherm,Mammalia,Rodentia,Cricetidae,Oryzomys palustris,53.26,1.73,Etard et al 2020,79.4,1.899820502,Fitzpatrick et al 2022,0.4,-0.4,Baker et al 2020,4.0025,0.602331341,Etard et al 2020,,
513,internal,endotherm,Mammalia,Diprotodontia,Macropodidae,Osphranter rufus,38968.39,4.59,Etard et al 2020,123.9,2.093071306,Fitzpatrick et al 2022,38.19,1.58,Baker et al 2020,1,0,Etard et al 2020,3.13,Animal genome size database
926,internal,endotherm,Mammalia,Primates,Lorisidae,Otolemur crassicaudatus,1206.61,3.08,Etard et al 2020,60.3,1.780317312,Fitzpatrick et al 2022,13.32,1.12,Lupold et al 2015,1.5175,0.1811287,Etard et al 2020,,
737,internal,endotherm,Mammalia,Primates,Galagidae,Otolemur crassicaudatus,1090,3.04,Gage 1998,60.3,1.780317312,Fitzpatrick et al 2022,,,,,,,,
1022,internal,endotherm,Mammalia,Rodentia,Muridae,Otomys angoniensis,121.9,2.09,Etard et al 2020,117.7,2.070776463,Fitzpatrick et al 2022,,,,2.86,0.456366033,Etard et al 2020,,
1023,internal,endotherm,Mammalia,Rodentia,Muridae,Otomys irroratus,116.24,2.07,Etard et al 2020,121.6,2.084933575,Fitzpatrick et al 2022,,,,1.6825,0.225955073,Etard et al 2020,,
1137,internal,endotherm,Mammalia,Rodentia,Cricetidae,Ototylomys phyllotis,93.97,1.97,Etard et al 2020,137,2.136720567,Fitzpatrick et al 2022,,,,2.225,0.347330015,Etard et al 2020,,
900,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Ovis aries,50000,4.7,Etard et al 2020,45.69,1.659821158,Fitzpatrick et al 2022,319.15,2.5,Baker et al 2020,1.205,0.080987047,Etard et al 2020,2.34,Animal genome size database
901,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Ovis canadensis,74644.87,4.87,Etard et al 2020,64.676,1.810743152,Fitzpatrick et al 2022,338.06,2.53,Baker et al 2020,1.095,0.039414119,Etard et al 2020,,
902,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Ovis nivicola,79562.5,4.9,Etard et al 2020,64.69,1.810837151,Fitzpatrick et al 2022,81.1,1.91,Baker et al 2020,1,0,Etard et al 2020,,
1103,internal,endotherm,Mammalia,Rodentia,Cricetidae,Oxymycterus rufus,82.01,1.91,Etard et al 2020,80.9,1.907948522,Fitzpatrick et al 2022,,,,2.6375,0.421192468,Etard et al 2020,,
970,internal,ectotherm,Reptilia,Squamata,Colubridae,Oxyrhopus rhombifer,129.12,2.11,Etard et al 2020,104.28,2.018201022,Fitzpatrick et al 2022,0.34,-0.47,Tourmente et al 2009,12.5,1.096910013,Etard et al 2020,,
644,internal,endotherm,Mammalia,Primates,Pongidae,Pan paniscus,34560.02,4.54,Etard et al 2020,68.1,1.833147112,Fitzpatrick et al 2022,250.03,2.4,Baker et al 2020,1.005,0.002166062,Etard et al 2020,,
760,internal,endotherm,Mammalia,Carnivora,Felidae,Panthera pardus,52399.99,4.72,Etard et al 2020,62.1,1.7930916,Fitzpatrick et al 2022,,,,2.14,0.330413773,Etard et al 2020,,
611,internal,endotherm,Mammalia,Carnivora,Felidae,Panthera tigris,161914.68,5.21,Etard et al 2020,51.408,1.711030708,Fitzpatrick et al 2022,24.38,1.39,Baker et al 2020,2.585,0.412460547,Etard et al 2020,2.71,Animal genome size database
248,internal,endotherm,Aves,Passeriformes,Panuridae,Panurus biarmicus,13.83,1.14,Etard et al 2020,61.98,1.792251572,Fitzpatrick et al 2022,0.27,-0.56,Baker et al 2020,6,0.77815125,Etard et al 2020,,
637,internal,endotherm,Mammalia,Primates,Cercopithecidae,Papio anubis,17728.56,4.25,Etard et al 2020,73,1.86332286,Fitzpatrick et al 2022,93.54,1.97,Baker et al 2020,1.0075,0.003245055,Etard et al 2020,,
638,internal,endotherm,Mammalia,Primates,Cercopithecidae,Papio cynocephalus,16836.7,4.23,Etard et al 2020,76.2,1.881954971,Fitzpatrick et al 2022,52,1.72,Baker et al 2020,1.005,0.002166062,Etard et al 2020,,
927,internal,endotherm,Mammalia,Primates,Cercopithecidae,Papio hamadryas,18000,4.26,Etard et al 2020,77.2,1.8876173,Fitzpatrick et al 2022,72.28,1.86,Baker et al 2020,1.005,0.002166062,Etard et al 2020,3.53,Animal genome size database
1334,external,ectotherm,Amphibia,Anura,Ranidae,Papurana daemeli,45.7,1.66,Etard et al 2020,41,1.612783857,Fitzpatrick et al 2022,,,,,,,,
1335,external,ectotherm,Amphibia,Anura,Ranidae,Papurana supragrisea,110,2.04,Etard et al 2020,52,1.716003344,Fitzpatrick et al 2022,,,,,,,,
105,external,ectotherm,Amphibia,Anura,Myobatrachidae,Paracrinia haswelli,1.95,0.29,Etard et al 2020,23.805,1.376668186,Fitzpatrick et al 2022,0,-2.82,Baker et al 2020,1000,3,Etard et al 2020,,
699,internal,endotherm,Mammalia,Rodentia,Muridae,Parahydromys asper,533.33,2.73,Etard et al 2020,120,2.079181246,Fitzpatrick et al 2022,,,,,,,,
545,internal,endotherm,Mammalia,Rodentia,Muridae,Paramelomys levipes,82.51,1.92,Etard et al 2020,121.3,2.083860801,Fitzpatrick et al 2022,3.2,0.51,McLennan et al 2017,1.515,0.180412633,Etard et al 2020,,
546,internal,endotherm,Mammalia,Rodentia,Muridae,Paramelomys platyops,86.65,1.94,Etard et al 2020,105.8,2.024485668,McLennan et al 2017,1.67,0.22,Baker et al 2020,1.955,0.291146762,Etard et al 2020,,
547,internal,endotherm,Mammalia,Rodentia,Muridae,Paramelomys rubex,56.77,1.75,Etard et al 2020,116.1,2.06483222,Fitzpatrick et al 2022,1.87,0.27,Baker et al 2020,2,0.301029996,Etard et al 2020,,
268,internal,endotherm,Aves,Passeriformes,Parulidae,Parkesia motacilla,19.8,1.3,Immler et al 2011,103.68,2.015694989,Fitzpatrick et al 2022,0.21,-0.68,Immler et al 2011,5,0.698970004,Jetz et al 2008,,
437,internal,endotherm,Aves,Passeriformes,Parulidae,Parkesia noveboracensis,21.42,1.33,Rowe et al 2015,168.32,2.226135722,Fitzpatrick et al 2022,0.03,-1.52,Rowe et al 2015,4.5,0.653212514,Jetz et al 2008,1.32,Animal genome size database
834,internal,endotherm,Mammalia,Rodentia,Muridae,Paruromys dominator,325.31,2.51,Etard et al 2020,148,2.170261715,Fitzpatrick et al 2022,1.6,0.2,Baker et al 2020,,,,,
409,internal,endotherm,Aves,Passeriformes,Pariade,Parus major,18,1.26,Etard et al 2020,101.3,2.005609445,Fitzpatrick et al 2022,0.13,-0.89,Baker et al 2020,8.6,0.934498451,Etard et al 2020,1.51,Animal genome size database
272,internal,endotherm,Aves,Passeriformes,Passeridae,Passer diffusus,24.2,1.38,Etard et al 2020,81.57,1.911530462,Immler et al 2011,0.09,-1.07,Immler et al 2011,3.3,0.51851394,Etard et al 2020,1.31,Animal genome size database
410,internal,endotherm,Aves,Passeriformes,Passeridae,Passer domesticus,27.7,1.44,Etard et al 2020,94.99,1.977677888,Fitzpatrick et al 2022,0.42,-0.38,Baker et al 2020,4.35,0.638489257,Etard et al 2020,1.25,Animal genome size database
411,internal,endotherm,Aves,Passeriformes,Passeridae,Passer hispaniolensis,27.68,1.44,Etard et al 2020,99.98,1.999913132,Fitzpatrick et al 2022,0.8,-0.1,Baker et al 2020,4.9,0.69019608,Etard et al 2020,,
1121,internal,endotherm,Aves,Passeriformes,Passeridae,Passer italiae,27.3,1.44,Etard et al 2020,110,2.041392685,Fitzpatrick et al 2022,,,,4.7,0.672097858,Etard et al 2020,,
1148,internal,endotherm,Aves,Passeriformes,Passeridae,Passer melanurus,29.75,1.47,Etard et al 2020,91.85,1.963079161,Fitzpatrick et al 2022,,,,3.5,0.544068044,Etard et al 2020,1.31,Animal genome size database
412,internal,endotherm,Aves,Passeriformes,Passeridae,Passer montanus,22.05,1.34,Etard et al 2020,94.15,1.973820324,Fitzpatrick et al 2022,0.31,-0.51,Baker et al 2020,5,0.698970004,Etard et al 2020,1.09,Animal genome size database
273,internal,endotherm,Aves,Passeriformes,Passeridae,Passer motitensis,30.16,1.48,Etard et al 2020,88.15,1.945222317,Fitzpatrick et al 2022,0.08,-1.11,Immler et al 2011,3.3,0.51851394,Etard et al 2020,,
413,internal,endotherm,Aves,Passeriformes,Emberizidae,Passerculus sandwichensis,20.01,1.3,Etard et al 2020,236.44,2.373720951,Fitzpatrick et al 2022,0.49,-0.31,Baker et al 2020,4.27,0.630427875,Etard et al 2020,1.26,Animal genome size database
185,internal,endotherm,Aves,Passeriformes,Emberizidae,Passerina caerulea,27.4,1.44,Etard et al 2020,74.63,1.872913442,Fitzpatrick et al 2022,0.33,-0.48,Baker et al 2020,3.75,0.574031268,Etard et al 2020,,
414,internal,endotherm,Aves,Passeriformes,Emberizidae,Passerina cyanea,14.7,1.17,Etard et al 2020,281.85,2.450018039,Fitzpatrick et al 2022,0.56,-0.25,Baker et al 2020,3.5,0.544068044,Etard et al 2020,1.3,Animal genome size database
283,internal,endotherm,Aves,Galliformes,Phasianidae,Pavo cristatus,4154.81,3.62,Etard et al 2020,97.5,1.989004616,Fitzpatrick et al 2022,9.44,0.98,Baker et al 2020,5,0.698970004,Etard et al 2020,,
1343,internal,endotherm,Mammalia,Cetartiodactyla,Tayassuidae,Pecari tajacu,21200.19,4.33,Etard et al 2020,50.68,1.704836606,Fitzpatrick et al 2022,11.3,1.05,Baker et al 2020,1.69,0.227886705,Etard et al 2020,,
597,internal,endotherm,Mammalia,Cetartiodactyla,Tayassuidae,Pecari tajacu,22600,4.35,Lupold & Fitzpatrick 2015,40,1.602059991,Fitzpatrick et al 2022,47.4,1.68,Lupold & Fitzpatrick 2015,,,,,
1061,internal,endotherm,Mammalia,Rodentia,Pedetidae,Pedetes capensis,2774.63,3.44,Etard et al 2020,74.6,1.872738827,Fitzpatrick et al 2022,18.24,1.26,Baker et al 2020,0.99,-0.004364805,Etard et al 2020,,
903,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Pelea capreolus,22731.33,4.36,Etard et al 2020,60.198,1.779582063,Fitzpatrick et al 2022,,,,1,0,Etard et al 2020,,
1027,internal,ectotherm,Reptilia,Testudines,Trionychidae,Pelodiscus sinensis,2327.5,3.37,Etard et al 2020,70,1.84509804,Fitzpatrick et al 2022,,,,18.5,1.267171728,Etard et al 2020,,
1292,external,ectotherm,Amphibia,Anura,Pelobatoidea,Pelodytes punctatus,3.03,0.48,Etard et al 2020,68,1.832508913,Fitzpatrick et al 2022,,,,835,2.921686475,Etard et al 2020,2.44,Animal genome size database
106,external,ectotherm,Amphibia,Anura,Ranidae,Pelophylax hubeiensis,5.11,0.71,Baker et al 2020,44.7,1.650307523,Fitzpatrick et al 2022,0,-2.5,Baker et al 2020,1425.5,3.153967222,Etard et al 2020,,
107,external,ectotherm,Amphibia,Anura,Ranidae,Pelophylax nigromaculatus,56.4,1.75,Etard et al 2020,52.3,1.718501689,Fitzpatrick et al 2022,0.02,-1.62,Baker et al 2020,2600,3.414973348,Etard et al 2020,,
1180,external,ectotherm,Amphibia,Anura,Ranidae,Pelophylax ridibundus,75.4,1.88,Etard et al 2020,42.96,1.633064273,Fitzpatrick et al 2022,,,,4017.5,3.603955885,Etard et al 2020,,
1379,internal,endotherm,Mammalia,Cetartiodactyla,Delphinidae,Peponocephala electra,206062.99,5.31,Baker et al 2020,71.9,1.85672889,Fitzpatrick et al 2022,1794.73,3.25,Baker et al 2020,1,0,Anage,,
515,internal,endotherm,Mammalia,Peramelemorphia,Peramelidae,Perameles nasuta,847.63,2.93,Etard et al 2020,199.8,2.300595484,Fitzpatrick et al 2022,4,0.6,Baker et al 2020,2.4975,0.397505497,Etard et al 2020,4.25,Animal genome size database
500,internal,endotherm,Mammalia,Chiroptera,Vespertilionidae,Perimyotis subflavus,5.58,0.75,Etard et al 2020,86.16,1.93530569,Fitzpatrick et al 2022,0.03,-1.52,Baker et al 2020,1.96,0.292256071,Etard et al 2020,2.61,Animal genome size database
415,internal,endotherm,Aves,Passeriformes,Pariade,Periparus ater,9.28,0.97,Etard et al 2020,93.95,1.972896784,Fitzpatrick et al 2022,0.13,-0.89,Rowe et al 2015,5.7,0.755874856,Etard et al 2020,,
1240,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus boylii,22.63,1.35,Etard et al 2020,77.6,1.889861721,Fitzpatrick et al 2022,,,,3.1825,0.502768412,Etard et al 2020,,
866,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus californicus,43.53,1.64,Etard et al 2020,72,1.857332496,Fitzpatrick et al 2022,0.01,-2.02,Baker et al 2020,1.97,0.294466226,Etard et al 2020,,
700,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus crinitus,16.33,1.21,Etard et al 2020,78.8,1.896526217,Fitzpatrick et al 2022,,,,3.08,0.488550717,Etard et al 2020,3.24,Animal genome size database
1241,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus difficilis,27.98,1.45,Etard et al 2020,78.8,1.896526217,Fitzpatrick et al 2022,,,,3.69,0.567026366,Etard et al 2020,,
796,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus eremicus,22.73,1.36,Etard et al 2020,76,1.880813592,Fitzpatrick et al 2022,0.27,-0.57,Tourmente et al 2011,2.56,0.408239965,Etard et al 2020,3.3,Animal genome size database
1242,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus furvus,33,1.52,Etard et al 2020,77.2,1.8876173,Fitzpatrick et al 2022,,,,1.94,0.28780173,Etard et al 2020,,
701,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus gossypinus,27.68,1.44,Etard et al 2020,86.1,1.935003151,Fitzpatrick et al 2022,,,,3.865,0.587149498,Etard et al 2020,,
1243,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus grandis,65.75,1.82,Etard et al 2020,79.8,1.902002891,Fitzpatrick et al 2022,,,,2.43,0.385606274,Etard et al 2020,,
702,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus guatemalensis,40.65,1.61,Etard et al 2020,82.2,1.914871818,Fitzpatrick et al 2022,,,,2.105,0.3232521,Etard et al 2020,,
867,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus leucopus,21.17,1.33,Etard et al 2020,74.8,1.873901598,Fitzpatrick et al 2022,0.46,-0.34,Baker et al 2020,4.3075,0.634225286,Etard et al 2020,,
797,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus maniculatus,20.5,1.31,Etard et al 2020,75,1.875061263,Fitzpatrick et al 2022,0.39,-0.41,Baker et al 2020,4.6875,0.670941281,Etard et al 2020,4.36,Animal genome size database
1244,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus megalops,66.2,1.82,Etard et al 2020,93.9,1.972665592,Fitzpatrick et al 2022,,,,1.95,0.290034611,Etard et al 2020,,
1245,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus melanotis,39.59,1.6,Etard et al 2020,73.3,1.865103975,Fitzpatrick et al 2022,,,,3.91,0.592176757,Etard et al 2020,,
1246,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus mexicanus,42.58,1.63,Etard et al 2020,72.2,1.858537198,Fitzpatrick et al 2022,,,,2.4875,0.395763089,Etard et al 2020,,
798,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus polionotus,14,1.15,Etard et al 2020,74.8,1.873901598,Fitzpatrick et al 2022,0.17,-0.76,Tourmente et al 2011,3.595,0.555698895,Etard et al 2020,3.57,Animal genome size database
703,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus truei,27.35,1.44,Etard et al 2020,78.4,1.894316063,Fitzpatrick et al 2022,,,,3.49,0.542825427,Etard et al 2020,,
1247,internal,endotherm,Mammalia,Rodentia,Cricetidae,Peromyscus zarhynchus,41.29,1.62,Etard et al 2020,75.4,1.877371346,Fitzpatrick et al 2022,,,,2.105,0.3232521,Etard et al 2020,,
516,internal,endotherm,Mammalia,Diprotodontia,Petauridae,Petaurus breviceps,120.76,2.08,Etard et al 2020,107.1,2.029789471,Fitzpatrick et al 2022,0.2,-0.7,Baker et al 2020,1.91,0.281033367,Etard et al 2020,,
416,internal,endotherm,Aves,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,22.4,1.35,Etard et al 2020,79.53,1.900530982,Fitzpatrick et al 2022,0.38,-0.42,Baker et al 2020,4.25,0.62838893,Etard et al 2020,,
729,internal,endotherm,Mammalia,Macroscelidea,Macroscelididae,Petrodromus tetradactylus,201,2.3,Etard et al 2020,79.6,1.900913068,Fitzpatrick et al 2022,,,,1.085,0.035429738,Etard et al 2020,,
665,internal,endotherm,Mammalia,Diprotodontia,Macropodidae,Petrogale xanthopus,8499.99,3.93,Etard et al 2020,101.2,2.005180513,Fitzpatrick et al 2022,,,,1.04,0.017033339,Etard et al 2020,,
1186,internal,endotherm,Aves,Charadriiformes,Scolopacidae,Phalaropus fulicaria,46.03,1.66,Baker et al 2020,97.7,1.989894564,Fitzpatrick et al 2022,1.63,0.21,Baker et al 2020,,,,,
517,internal,endotherm,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos cinereus,6528.74,3.81,Etard et al 2020,83.01,1.919130414,Fitzpatrick et al 2022,14.96,1.18,Baker et al 2020,1.0075,0.003245055,Etard et al 2020,3.69,Animal genome size database
1020,internal,endotherm,Aves,Galliformes,Phasianidae,Phasianus colchicus,1120.31,3.05,Etard et al 2020,75.5,1.877946952,Fitzpatrick et al 2022,8.2,0.91,Baker et al 2020,11,1.041392685,Etard et al 2020,0.97,Animal genome size database
284,internal,endotherm,Aves,Galliformes,Phasianidae,Phasianus versicolor,959.42,2.98,Etard et al 2020,78.33,1.893928127,Fitzpatrick et al 2022,12.53,1.1,Lupold et al 2015 (corrected Immler et al 2007),11,1.041392685,Etard et al 2020,,
417,internal,endotherm,Aves,Passeriformes,Cardinalidea,Pheucticus ludovicianus,45.1,1.65,Etard et al 2020,165.67,2.219243872,Fitzpatrick et al 2022,0.45,-0.35,Baker et al 2020,3.95,0.596597096,Etard et al 2020,1.33,Animal genome size database
879,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Philantomba monticola,4400,3.64,Lupold et al 2015,77.502,1.88931291,Fitzpatrick et al 2022,,,,,,,,
310,internal,endotherm,Aves,Passeriformes,Ploceidae,Philetairus socius,27.4,1.44,Etard et al 2020,103.52,2.015024263,Fitzpatrick et al 2022,0.1,-1,Immler et al 2011,3.6,0.556302501,Etard et al 2020,1.48,Animal genome size database
971,internal,ectotherm,Reptilia,Squamata,Colubridae,Philodryas patagoniensis,108.28,2.03,Tourmente et al 2009,95.49,1.979957893,Fitzpatrick et al 2022,0.58,-0.24,Tourmente et al 2009,,,,,
1360,internal,ectotherm,Reptilia,Squamata,Colubridae,Philodryas psammophidea,168.7,2.23,Etard et al 2020,99.1,1.996073654,Fitzpatrick et al 2022,0.63,-0.2,Tourmente et al 2009,,,,,
109,external,ectotherm,Amphibia,Anura,Myobatrachidae,Philoria kundagungan,1.46,0.16,Etard et al 2020,50.263,1.701248406,Fitzpatrick et al 2022,0,-2.36,Liao et al 2018,41.5,1.618048097,Etard et al 2020,,
110,external,ectotherm,Amphibia,Anura,Myobatrachidae,Philoria loveridgei,1.46,0.16,Etard et al 2020,41.905,1.622265845,Fitzpatrick et al 2022,0,-3.15,Liao et al 2018,32,1.505149978,Etard et al 2020,,
111,external,ectotherm,Amphibia,Anura,Myobatrachidae,Philoria sphagnicolus,2.12,0.33,Etard et al 2020,49.313,1.692961424,Fitzpatrick et al 2022,0.01,-1.96,Baker et al 2020,53.5,1.728353782,Etard et al 2020,,
972,internal,ectotherm,Reptilia,Squamata,Colubridae,Phimophis vittatus,68.3,1.83,Etard et al 2020,100.33,2.001430812,Fitzpatrick et al 2022,0.55,-0.26,Tourmente et al 2009,,,,,
761,internal,endotherm,Mammalia,Carnivora,Phocidae,Phoca vitulina,74989.42,4.88,Baker et al 2020,68,1.832508913,Fitzpatrick et al 2022,95.06,1.98,Baker et al 2020,1,0,Anage,,
485,internal,endotherm,Mammalia,Cetartiodactyla,Physeteridae,Phocoena phocoena,57942.87,4.76,Baker et al 2020,73.8,1.868056362,Fitzpatrick et al 2022,2317.39,3.37,Baker et al 2020,1,0,Anage,,
486,internal,endotherm,Mammalia,Cetartiodactyla,Physeteridae,Phocoena spinipinnis,61094.2,4.79,Baker et al 2020,66.04,1.819807065,Fitzpatrick et al 2022,492.04,2.69,Baker et al 2020,0.97,-0.013228266,Pantheria,,
487,internal,endotherm,Mammalia,Cetartiodactyla,Phocoenidae,Phocoenoides dalli,145211.16,5.16,Baker et al 2020,60.48,1.781611782,Fitzpatrick et al 2022,381.94,2.58,Baker et al 2020,1,0,Anage,,
799,internal,endotherm,Mammalia,Rodentia,Cricetidae,Phodopus sungorus,42.36,1.63,Baker et al 2020,118.9,2.075181855,Fitzpatrick et al 2022,0.93,-0.03,Baker et al 2020,5.5,0.740362689,Anage,,
418,internal,endotherm,Aves,Passeriformes,Turdidae,Phoenicurus ochruros,16.25,1.21,Etard et al 2020,180.76,2.257102333,Fitzpatrick et al 2022,0.15,-0.82,Baker et al 2020,4.9,0.69019608,Etard et al 2020,,
419,internal,endotherm,Aves,Passeriformes,Turdidae,Phoenicurus phoenicurus,14.6,1.16,Etard et al 2020,163.71,2.214075209,Fitzpatrick et al 2022,0.1,-1,Baker et al 2020,6.18,0.790988475,Etard et al 2020,,
1336,external,ectotherm,Amphibia,Anura,Ranidae,Phrynobatrachus natalensis,2.58,0.41,Baker et al 2020,46,1.662757832,Fitzpatrick et al 2022,0,-2.55,Baker et al 2020,400,2.602059991,Etard et al 2020,,
1112,internal,ectotherm,Reptilia,Squamata,Phrynosomatidae,Phrynosoma cornutum,45.51,1.66,Etard et al 2020,91.314,1.960537367,Fitzpatrick et al 2022,0.98,-0.01,Baker et al 2020,27.89972997,1.4456,Etard et al 2020,2.14,Animal genome size database
1113,internal,ectotherm,Reptilia,Squamata,Phrynosomatidae,Phrynosoma modestum,10.32,1.01,Etard et al 2020,98.128,1.991792947,Fitzpatrick et al 2022,,,,11.45009264,1.058809,Etard et al 2020,,
1114,internal,ectotherm,Reptilia,Squamata,Phrynosomatidae,Phrynosoma solare,38.58,1.59,Etard et al 2020,100.651,2.002818094,Fitzpatrick et al 2022,,,,18.59972282,1.269506472,Etard et al 2020,,
